,label,area,major_axis_length,solidity,max_intensity,mean_intensity,min_intensity,minor_axis_length
0,138,1317.7050000000002,19.525484635203842,0.8901830282861897,5899.0,2826.07476635514,1214.0,7.989990065412708
0,139,10445.583,36.074690130023235,0.8956705385427667,3854.0,1224.4581466635227,353.0,22.78059197512278
0,140,802.938,25.90652692360324,inf,1134.0,757.760736196319,454.0,1.884864366154897e-07
0,141,5189.541,26.766184074138042,0.8875315922493682,8430.0,1072.6103464641672,124.0,16.84766592296049
0,142,10115.541000000001,34.15894543286741,0.8522515044615067,15910.0,4204.195763330898,218.0,23.43194962480325
0,143,1233.963,29.706886744998553,0.7613981762917933,2647.0,1003.9600798403194,356.0,7.362312992308197
0,144,3871.8360000000002,23.15040026088605,0.9544626593806922,532.0,223.92493638676845,134.0,15.30452277168414
0,145,4295.472,25.51507533988108,0.8281101614434947,16349.0,2875.805619266055,134.0,17.743289249875442
0,146,256.152,31.04039784328958,inf,1554.0,887.125,411.0,1.8250120749944285e-07
0,147,778.308,26.71004246507047,inf,896.0,607.3924050632911,366.0,0.0
0,148,88.668,10.259815264659194,inf,658.0,467.3611111111111,270.0,6.664001874625056e-08
0,149,384.228,20.941723066886897,inf,1473.0,740.0961538461538,316.0,1.884864366154897e-07
0,150,610.8240000000001,23.58446148448085,inf,1055.0,630.2862903225806,360.0,1.3328003749250113e-07
